Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1980,0.011246,0.000856,0.000558,0.000417,0.000313,0.000293,0.000279,0.000264,0.000242,0.000216,0.000191,0.000180,0.000196,0.000248,0.000325,0.000414,0.000495,0.000556,0.000587,0.000595,0.000600,0.000609,0.000617,0.000626,0.000636,0.000646,0.000658,0.000673,0.000692,0.000717,0.000747,0.000785,0.000831,0.000887,0.000954,0.001031,0.001120,0.001225,0.001345,0.001482,0.001635,0.001803,0.001989,0.002191,0.002412,0.002653,0.002915,0.003197,0.003498,0.003821,0.004176,0.004559,0.004961,0.005377,0.005817,0.006298,0.006831,0.007416,0.008058,0.008763,0.009542,0.010393,0.011306,0.012279,0.013329,0.014513,0.015821,0.017198,0.018633,0.020175,0.021939,0.023954,0.026159,0.028563,0.031229,0.034272,0.037746,0.041634,0.045968,0.050805,0.056195,0.062211,0.068918,0.076367,0.084564,0.093503,0.103177,0.113588,0.124747,0.136673,0.149384,0.162894,0.177212,0.192342,0.208282,0.224590,0.241148,0.257823,0.274472,0.290940,0.308397,0.326900,0.346514,0.367305,0.389344,0.412704,0.437466,0.463714,0.491537,0.521030,0.552291,0.585365,0.614633,0.645365,0.677633,0.711515,0.747090,0.784445,0.823667,0.864850
1981,0.010663,0.000831,0.000545,0.000402,0.000311,0.000279,0.000256,0.000236,0.000216,0.000196,0.000180,0.000176,0.000195,0.000243,0.000310,0.000388,0.000461,0.000517,0.000547,0.000558,0.000566,0.000578,0.000590,0.000604,0.000619,0.000637,0.000654,0.000672,0.000688,0.000706,0.000728,0.000759,0.000801,0.000859,0.000930,0.001015,0.001109,0.001211,0.001319,0.001437,0.001567,0.001717,0.001892,0.002097,0.002329,0.002586,0.002861,0.003148,0.003444,0.003754,0.004091,0.004461,0.004860,0.005289,0.005752,0.006258,0.006810,0.007402,0.008037,0.008720,0.009473,0.010297,0.011180,0.012123,0.013141,0.014285,0.015547,0.016881,0.018278,0.019781,0.021501,0.023458,0.025583,0.027881,0.030418,0.033318,0.036639,0.040359,0.044511,0.049152,0.054322,0.060105,0.066592,0.073844,0.081852,0.090585,0.100016,0.110136,0.120953,0.132489,0.144770,0.157817,0.171651,0.186281,0.201714,0.217504,0.233536,0.249682,0.265804,0.281752,0.298658,0.316577,0.335572,0.355706,0.377048,0.399671,0.423651,0.449070,0.476015,0.504576,0.534850,0.565327,0.593593,0.623273,0.654436,0.687158,0.721516,0.757592,0.795472,0.835245
1982,0.010223,0.000792,0.000537,0.000417,0.000298,0.000272,0.000253,0.000235,0.000216,0.000196,0.000179,0.000173,0.000188,0.000229,0.000289,0.000359,0.000424,0.000475,0.000506,0.000521,0.000534,0.000551,0.000565,0.000576,0.000587,0.000599,0.000612,0.000627,0.000647,0.000671,0.000700,0.000736,0.000779,0.000828,0.000886,0.000954,0.001035,0.001128,0.001236,0.001360,0.001498,0.001653,0.001827,0.002024,0.002241,0.002483,0.002744,0.003018,0.003299,0.003596,0.003920,0.004279,0.004674,0.005107,0.005582,0.006101,0.006665,0.007271,0.007922,0.008624,0.009395,0.010234,0.011120,0.012049,0.013040,0.014147,0.015374,0.016681,0.018066,0.019565,0.021268,0.023193,0.025290,0.027563,0.030068,0.032918,0.036154,0.039742,0.043705,0.048105,0.052970,0.058406,0.064534,0.071425,0.079047,0.087328,0.096213,0.105672,0.115706,0.126344,0.137619,0.149568,0.162224,0.175610,0.189748,0.204246,0.219014,0.233951,0.248948,0.263885,0.279718,0.296501,0.314291,0.333149,0.353138,0.374326,0.396785,0.420592,0.445828,0.472578,0.500932,0.530988,0.562848,0.594881,0.624625,0.655857,0.688649,0.723082,0.759236,0.797198
1983,0.009937,0.000771,0.000493,0.000346,0.000291,0.000261,0.000239,0.000220,0.000200,0.000180,0.000164,0.000159,0.000177,0.000220,0.000283,0.000355,0.000423,0.000475,0.000504,0.000514,0.000522,0.000534,0.000545,0.000558,0.000573,0.000589,0.000605,0.000622,0.000640,0.000660,0.000685,0.000717,0.000757,0.000805,0.000863,0.000931,0.001011,0.001103,0.001208,0.001328,0.001465,0.001618,0.001786,0.001969,0.002170,0.002391,0.002637,0.002912,0.003218,0.003554,0.003926,0.004327,0.004747,0.005182,0.005641,0.006138,0.006687,0.007290,0.007954,0.008681,0.009485,0.010353,0.011255,0.012182,0.013160,0.014246,0.015462,0.016789,0.018234,0.019822,0.021636,0.023661,0.025815,0.028084,0.030548,0.033351,0.036572,0.040195,0.044257,0.048809,0.053891,0.059563,0.065885,0.072905,0.080637,0.089083,0.098247,0.108138,0.118770,0.130161,0.142327,0.155284,0.169039,0.183596,0.198953,0.214654,0.230578,0.246594,0.262556,0.278309,0.295008,0.312708,0.331470,0.351359,0.372440,0.394787,0.418474,0.443582,0.470197,0.498409,0.528314,0.559539,0.587516,0.616892,0.647736,0.680123,0.714129,0.749836,0.787328,0.826694
1984,0.009649,0.000743,0.000469,0.000352,0.000279,0.000246,0.000222,0.000205,0.000189,0.000176,0.000168,0.000171,0.000192,0.000236,0.000295,0.000364,0.000428,0.000478,0.000507,0.000519,0.000528,0.000541,0.000552,0.000560,0.000567,0.000574,0.000583,0.000598,0.000621,0.000652,0.000690,0.000732,0.000779,0.000829,0.000884,0.000948,0.001025,0.001114,0.001219,0.001339,0.001476,0.001628,0.001792,0.001969,0.002161,0.002375,0.002613,0.002875,0.003162,0.003477,0.003823,0.004202,0.004612,0.005054,0.005532,0.006055,0.006626,0.007240,0.007898,0.008606,0.009384,0.010233,0.011139,0.012103,0.013139,0.014296,0.015572,0.016922,0.018338,0.019862,0.021584,0.023531,0.025665,0.027995,0.030571,0.033519,0.036843,0.040456,0.044354,0.048637,0.053405,0.058810,0.064969,0.071971,0.079789,0.088354,0.097609,0.107530,0.118125,0.129432,0.141497,0.154363,0.168070,0.182647,0.198118,0.213921,0.229927,0.245994,0.261969,0.277688,0.294349,0.312010,0.330730,0.350574,0.371609,0.393905,0.417540,0.442592,0.469147,0.497296,0.527134,0.558762,0.592288,0.623652,0.654834,0.687576,0.721955,0.758053,0.795955,0.835753
1985,0.009340,0.000710,0.000471,0.000318,0.000260,0.000241,0.000227,0.000215,0.000199,0.000181,0.000165,0.000160,0.000177,0.000223,0.000289,0.000365,0.000435,0.000486,0.000509,0.000512,0.000511,0.000516,0.000522,0.000532,0.000545,0.000559,0.000575,0.000596,0.000624,0.000658,0.000700,0.000746,0.000793,0.000840,0.000890,0.000949,0.001020,0.001102,0.001196,0.001303,0.001425,0.001564,0.001724,0.001906,0.002111,0.002338,0.002588,0.002862,0.003159,0.003482,0.003839,0.004227,0.004638,0.005071,0.005533,0.006035,0.006588,0.007194,0.007860,0.008587,0.009391,0.010260,0.011171,0.012116,0.013118,0.014234,0.015476,0.016817,0.018260,0.019833,0.021622,0.023626,0.025780,0.028079,0.030591,0.033466,0.036742,0.040351,0.044308,0.048696,0.053619,0.059181,0.065445,0.072478,0.080291,0.088881,0.098245,0.108391,0.119338,0.131114,0.143746,0.157258,0.171667,0.186984,0.203211,0.219758,0.236475,0.253196,0.269745,0.285929,0.303085,0.321270,0.340546,0.360979,0.382638,0.405596,0.429932,0.455728,0.483071,0.512056,0.542779,0.575346,0.609322,0.639788,0.671777,0.705366,0.740634,0.777666,0.816549,0.857377
1986,0.009095,0.000733,0.000464,0.000333,0.000282,0.000242,0.000214,0.000193,0.000175,0.000160,0.000150,0.000154,0.000179,0.000230,0.000299,0.000379,0.000453,0.000508,0.000534,0.000537,0.000536,0.000542,0.000548,0.000558,0.000572,0.000587,0.000602,0.000623,0.000652,0.000688,0.000732,0.000779,0.000824,0.000864,0.000904,0.000949,0.001008,0.001086,0.001188,0.001311,0.001454,0.001610,0.001772,0.001937,0.002112,0.002301,0.002519,0.002776,0.003081,0.003427,0.003818,0.004232,0.004640,0.005028,0.005418,0.005837,0.006322,0.006901,0.007595,0.008389,0.009273,0.010211,0.011174,0.012145,0.013153,0.014267,0.015512,0.016857,0.018306,0.019887,0.021680,0.023679,0.025814,0.028076,0.030535,0.033337,0.036536,0.040088,0.044018,0.048394,0.053322,0.058859,0.065004,0.071794,0.079284,0.087537,0.096605,0.106529,0.117340,0.129056,0.141685,0.155231,0.169692,0.185057,0.201312,0.217874,0.234586,0.251273,0.267748,0.283813,0.300842,0.318892,0.338026,0.358307,0.379806,0.402594,0.426750,0.452355,0.479496,0.508266,0.537925,0.564822,0.593063,0.622716,0.653852,0.686544,0.720871,0.756915,0.794761,0.834499
1987,0.008964,0.000708,0.000460,0.000334,0.000292,0.000247,0.000216,0.000191,0.000170,0.000150,0.000137,0.000138,0.000162,0.000215,0.000286,0.000369,0.000447,0.000504,0.000529,0.000530,0.000527,0.000530,0.000537,0.000552,0.000574,0.000597,0.000619,0.000646,0.000676,0.000711,0.000751,0.000795,0.000842,0.000890,0.000943,0.001006,0.001078,0.001152,0.001227,0.001308,0.001401,0.001515,0.001655,0.001826,0.002027,0.002250,0.002495,0.002769,0.003075,0.003412,0.003788,0.004192,0.004598,0.004995,0.005402,0.005842,0.006345,0.006923,0.007591,0.008345,0.009181,0.010079,0.011025,0.012008,0.013051,0.014213,0.015500,0.016868,0.018312,0.019870,0.021634,0.023619,0.025772,0.028097,0.030652,0.033597,0.036941,0.040565,0.044463,0.048755,0.053607,0.059167,0.065490,0.072656,0.080687,0.089581,0.099341,0.109980,0.121524,0.134008,0.147466,0.161926,0.177411,0.193931,0.211486,0.229339,0.247299,0.265157,0.282685,0.299646,0.317624,0.336682,0.356883,0.378296,0.400993,0.425053,0.450556,0.477590,0.502177,0.527286,0.553650,0.581333,0.610400,0.640920,0.672966,0.706614,0.741945,0.779042,0.817994,0.858894
1988,0.008895,0.000716,0.000439,0.000344,0.000276,0.000243,0.000221,0.000204,0.000187,0.000171,0.000160,0.000161,0.000184,0.000233,0.000299,0.000378,0.000450,0.000504,0.000527,0.000529,0.000525,0.000529,0.000538,0.000555,0.000579,0.000606,0.000632,0.000659,0.000686,0.000716,0.000749,0.000787,0.000832,0.000883,0.000942,0.001010,0.001087,0.001166,0.001245,0.001330,0.001427,0.001543,0.001681,0.001844,0.002032,0.002243,0.002478,0.002738,0.003024,0.003339,0.003688,0.004070,0.004480,0.004916,0.005384,0.005891,0.006445,0.007055,0.007728,0.008462,0.009281,0.010156,0.011034,0.011893,0.012775,0.013749,0.014869,0.016144,0.017599,0.019240,0.021122,0.023198,0.025382,0.027648,0.030083,0.032874,0.036092,0.039669,0.043632,0.048059,0.053071,0.058734,0.065056,0.072077,0.079859,0.088462,0.097940,0.108337,0.119684,0.132001,0.145299,0.159582,0.174845,0.191081,0.208269,0.225755,0.243358,0.260875,0.278090,0.294775,0.312462,0.331210,0.351082,0.372147,0.394476,0.418145,0.443233,0.469827,0.498017,0.527898,0.559572,0.593146,0.628735,0.666459,0.706447,0.748833,0.788916,0.828362,0.869780,0.913269
1989,0.008814,0.000726,0.000416,0.000329,0.000263,0.000238,0.000221,0.000207,0.000191,0.000174,0.000161,0.000159,0.000181,0.000232,0.000302,0.000384,0.000460,0.000513,0.000532,0.000527,0.000517,0.000514,0.000519,0.000535,0.000560,0.000588,0.000614,0.000646,0.000682,0.000722,0.000769,0.000819,0.000866,0.000907,0.000948,0.000994,0.001051,0.001121,0.001205,0.001305,0.001422,0.001551,0.001691,0.001841,0.002004,0.002187,0.002396,0.002638,0.002918,0.003233,0.003584,0.003964,0.004370,0.004800,0.005259,0.005758,0.006303,0.006898,0.007546,0.008249,0.009033,0.009876,0.010731,0.011584,0.012469,0.013450,0.014570,0.015833,0.017260,0.018861,0.020683,0.022699,0.024845,0.027106,0.029551,0.032338,0.035513,0.039006,0.042831,0.047068,0.051881,0.057313,0.063295,0.069846,0.077069,0.085091,0.094023,0.103942,0.114895,0.126896,0.139944,0.154027,0.169126,0.185216,0.202269,0.219595,0.236996,0.254256,0.271142,0.287411,0.304655,0.322935,0.342311,0.362849,0.384620,0.407698,0.432159,0.458089,0.485574,0.514709,0.545591,0.578327,0.613026,0.649808,0.684298,0.718513,0.754439,0.792161,0.831769,0.873357
1990,0.008150,0.000652,0.000379,0.000302,0.000248,0.000217,0.000197,0.000183,0.000170,0.000158,0.000151,0.000155,0.000180,0.000229,0.000294,0.000370,0.000441,0.000491,0.000510,0.000507,0.000498,0.000497,0.000502,0.000520,0.000547,0.000576,0.000605,0.000636,0.000670,0.000706,0.000746,0.000790,0.000837,0.000887,0.000940,0.001002,0.001072,0.001143,0.001213,0.001287,0.001371,0.001474,0.001604,0.001764,0.001955,0.002169,0.002403,0.002657,0.002928,0.003221,0.003547,0.003905,0.004289,0.004699,0.005141,0.005619,0.006145,0.006732,0.007388,0.008110,0.008912,0.009769,0.010635,0.011494,0.012380,0.013362,0.014477,0.015710,0.017076,0.018594,0.020318,0.022239,0.024308,0.026521,0.028937,0.031699,0.034834,0.038257,0.041974,0.046074,0.050723,0.055992,0.061849,0.068329,0.075510,0.083478,0.092310,0.102065,0.112783,0.124483,0.137179,0.150871,0.165555,0.181220,0.197849,0.214747,0.231724,0.248572,0.265065,0.280969,0.297827,0.315697,0.334639,0.354717,0.376000,0.398560,0.422473,0.447822,0.474691,0.503173,0.533363,0.565365,0.599287,0.635244,0.673358,0.713760,0.753437,0.791109,0.830664,0.872197
1991,0.007836,0.000670,0.000422,0.000319,0.000237,0.000213,0.000198,0.000185,0.000169,0.000151,0.000137,0.000134,0.000156,0.000208,0.000280,0.000365,0.000442,0.000497,0.000520,0.000518,0.000512,0.000513,0.000517,0.000529,0.000547,0.000566,0.000586,0.000613,0.000648,0.000690,0.000738,0.000789,0.000842,0.000896,0.000953,0.001019,0.001093,0.001165,0.001233,0.001302,0.001378,0.001474,0.001600,0.001762,0.001956,0.002179,0.002418,0.002668,0.002921,0.003188,0.003479,0.003809,0.004186,0.004619,0.005103,0.005635,0.006202,0.006801,0.007425,0.008083,0.008812,0.009606,0.010431,0.011280,0.012179,0.013176,0.014299,0.015539,0.016912,0.018432,0.020155,0.022071,0.024123,0.026304,0.028674,0.031386,0.034464,0.037812,0.041432,0.045420,0.049936,0.055073,0.060824,0.067239,0.074377,0.082297,0.091053,0.100690,0.111245,0.122742,0.135203,0.148638,0.163054,0.178449,0.194814,0.211444,0.228154,0.244736,0.260973,0.276631,0.293229,0.310823,0.329472,0.349240,0.370195,0.392406,0.415951,0.440908,0.467362,0.495404,0.525128,0.556636,0.590034,0.625436,0.662962,0.697835,0.732727,0.769363,0.807832,0.848223
1992,0.007590,0.000616,0.000396,0.000268,0.000227,0.000198,0.000180,0.000166,0.000153,0.000141,0.000134,0.000137,0.000161,0.000207,0.000270,0.000344,0.000412,0.000461,0.000482,0.000483,0.000479,0.000482,0.000489,0.000505,0.000529,0.000554,0.000580,0.000610,0.000643,0.000681,0.000723,0.000769,0.000821,0.000879,0.000942,0.001013,0.001091,0.001170,0.001249,0.001332,0.001426,0.001535,0.001656,0.001789,0.001939,0.002109,0.002302,0.002525,0.002781,0.003071,0.003392,0.003745,0.004130,0.004550,0.005006,0.005508,0.006052,0.006630,0.007240,0.007890,0.008609,0.009396,0.010228,0.011100,0.012035,0.013068,0.014222,0.015492,0.016888,0.018426,0.020172,0.022100,0.024133,0.026252,0.028531,0.031127,0.034095,0.037376,0.040993,0.045015,0.049567,0.054701,0.060399,0.066692,0.073651,0.081355,0.089876,0.099266,0.109563,0.120786,0.132943,0.146038,0.160066,0.175019,0.190880,0.207009,0.223234,0.239362,0.255190,0.270501,0.286731,0.303935,0.322171,0.341502,0.361992,0.383711,0.406734,0.431138,0.457006,0.484427,0.513492,0.544302,0.576960,0.611578,0.648272,0.687168,0.728399,0.772103,0.818429,0.863448
1993,0.007420,0.000648,0.000408,0.000269,0.000229,0.000211,0.000200,0.000190,0.000177,0.000162,0.000149,0.000147,0.000167,0.000214,0.000280,0.000357,0.000428,0.000478,0.000498,0.000497,0.000491,0.000492,0.000499,0.000516,0.000541,0.000569,0.000596,0.000627,0.000663,0.000702,0.000746,0.000794,0.000848,0.000907,0.000972,0.001047,0.001127,0.001207,0.001285,0.001366,0.001455,0.001561,0.001684,0.001828,0.001993,0.002180,0.002387,0.002613,0.002857,0.003123,0.003419,0.003751,0.004121,0.004533,0.004988,0.005489,0.006035,0.006627,0.007265,0.007955,0.008718,0.009547,0.010413,0.011311,0.012262,0.013321,0.014503,0.015782,0.017163,0.018674,0.020389,0.022309,0.024377,0.026592,0.029014,0.031793,0.034954,0.038402,0.042140,0.046269,0.050949,0.056278,0.062253,0.068927,0.076358,0.084602,0.093708,0.103721,0.114676,0.126597,0.139505,0.153411,0.168319,0.184227,0.201124,0.218295,0.235547,0.252668,0.269431,0.285597,0.302733,0.320897,0.340151,0.360560,0.382193,0.405125,0.429432,0.455198,0.482510,0.511461,0.542148,0.574677,0.609158,0.645708,0.684450,0.725517,0.763915,0.802111,0.842217,0.884328
1994,0.007192,0.000594,0.000383,0.000273,0.000250,0.000209,0.000182,0.000162,0.000148,0.000137,0.000133,0.000140,0.000166,0.000214,0.000276,0.000349,0.000418,0.000468,0.000489,0.000489,0.000485,0.000489,0.000497,0.000515,0.000540,0.000568,0.000597,0.000630,0.000668,0.000711,0.000758,0.000809,0.000866,0.000930,0.000999,0.001077,0.001161,0.001242,0.001317,0.001391,0.001473,0.001573,0.001691,0.001834,0.002000,0.002188,0.002394,0.002619,0.002863,0.003128,0.003426,0.003756,0.004113,0.004497,0.004914,0.005372,0.005881,0.006447,0.007077,0.007771,0.008539,0.009371,0.010247,0.011161,0.012132,0.013217,0.014419,0.015694,0.017039,0.018490,0.020135,0.021995,0.024027,0.026238,0.028680,0.031480,0.034651,0.038115,0.041873,0.046020,0.050728,0.056071,0.062007,0.068572,0.075847,0.083924,0.092885,0.102792,0.113684,0.125583,0.138497,0.152428,0.167367,0.183302,0.200212,0.217391,0.234641,0.251746,0.268475,0.284583,0.301658,0.319758,0.338943,0.359280,0.380837,0.403687,0.427908,0.453583,0.480798,0.509646,0.540224,0.572638,0.606996,0.643416,0.682021,0.722942,0.766318,0.812298,0.853399,0.896069
1995,0.006794,0.000561,0.000354,0.000280,0.000228,0.000196,0.000175,0.000161,0.000150,0.000142,0.000138,0.000146,0.000173,0.000222,0.000286,0.000361,0.000431,0.000479,0.000496,0.000491,0.000481,0.000479,0.000483,0.000500,0.000526,0.000555,0.000584,0.000619,0.000659,0.000706,0.000756,0.000812,0.000872,0.000937,0.001008,0.001085,0.001169,0.001253,0.001339,0.001427,0.001527,0.001640,0.001758,0.001883,0.002018,0.002170,0.002346,0.002552,0.002793,0.003068,0.003378,0.003719,0.004087,0.004481,0.004907,0.005375,0.005893,0.006465,0.007098,0.007791,0.008561,0.009394,0.010260,0.011151,0.012092,0.013138,0.014308,0.015579,0.016958,0.018467,0.020185,0.022105,0.024163,0.026352,0.028739,0.031487,0.034625,0.038056,0.041785,0.045914,0.050601,0.055952,0.061978,0.068737,0.076281,0.084656,0.093903,0.104061,0.115162,0.127234,0.140300,0.154375,0.169465,0.185569,0.202680,0.220063,0.237520,0.254831,0.271762,0.288068,0.305352,0.323673,0.343094,0.363679,0.385500,0.408630,0.433148,0.459137,0.486685,0.515886,0.546839,0.579649,0.614428,0.651294,0.690372,0.731794,0.775702,0.821503,0.862578,0.905707
1996,0.006592,0.000533,0.000325,0.000272,0.000217,0.000190,0.000172,0.000160,0.000149,0.000140,0.000134,0.000140,0.000164,0.000211,0.000273,0.000346,0.000414,0.000461,0.000477,0.000471,0.000461,0.000458,0.000462,0.000478,0.000504,0.000533,0.000562,0.000595,0.000632,0.000675,0.000722,0.000774,0.000830,0.000891,0.000958,0.001031,0.001110,0.001194,0.001281,0.001375,0.001481,0.001599,0.001720,0.001842,0.001972,0.002117,0.002286,0.002489,0.002733,0.003014,0.003335,0.003682,0.004044,0.004414,0.004805,0.005230,0.005713,0.006274,0.006924,0.007657,0.008473,0.009343,0.010237,0.011137,0.012073,0.013114,0.014280,0.015539,0.016895,0.018376,0.020061,0.021953,0.023995,0.026185,0.028585,0.031350,0.034504,0.037954,0.041707,0.045861,0.050583,0.055970,0.062015,0.068772,0.076301,0.084664,0.093915,0.104100,0.115254,0.127404,0.140566,0.154751,0.169961,0.186191,0.203427,0.220933,0.238507,0.255925,0.272948,0.289324,0.306684,0.325085,0.344590,0.365265,0.387181,0.410412,0.435037,0.461139,0.488808,0.518136,0.549224,0.582178,0.617108,0.654135,0.693383,0.734986,0.779085,0.825830,0.867765,0.911153
1997,0.006466,0.000489,0.000311,0.000249,0.000197,0.000180,0.000171,0.000163,0.000153,0.000142,0.000133,0.000135,0.000156,0.000201,0.000264,0.000335,0.000401,0.000449,0.000470,0.000472,0.000470,0.000473,0.000478,0.000486,0.000499,0.000512,0.000527,0.000550,0.000581,0.000620,0.000665,0.000714,0.000769,0.000829,0.000894,0.000967,0.001047,0.001133,0.001227,0.001327,0.001440,0.001564,0.001690,0.001817,0.001951,0.002102,0.002275,0.002469,0.002686,0.002929,0.003202,0.003509,0.003857,0.004250,0.004689,0.005173,0.005704,0.006284,0.006915,0.007601,0.008360,0.009185,0.010044,0.010931,0.011868,0.012909,0.014071,0.015334,0.016704,0.018204,0.019918,0.021831,0.023864,0.026001,0.028320,0.030993,0.034071,0.037478,0.041233,0.045423,0.050217,0.055675,0.061748,0.068471,0.075938,0.084260,0.093534,0.103832,0.115197,0.127647,0.141187,0.155809,0.171500,0.188238,0.205993,0.224009,0.242062,0.259909,0.277288,0.293925,0.311561,0.330254,0.350070,0.371074,0.393338,0.416938,0.441955,0.468472,0.496580,0.526375,0.557958,0.591435,0.626921,0.664537,0.704409,0.746673,0.791474,0.834979,0.876727,0.920564
1998,0.006550,0.000494,0.000312,0.000236,0.000187,0.000169,0.000158,0.000149,0.000140,0.000130,0.000123,0.000126,0.000147,0.000191,0.000249,0.000317,0.000380,0.000425,0.000444,0.000445,0.000442,0.000446,0.000450,0.000459,0.000471,0.000485,0.000501,0.000525,0.000559,0.000601,0.000649,0.000702,0.000760,0.000825,0.000895,0.000971,0.001055,0.001143,0.001236,0.001334,0.001445,0.001564,0.001686,0.001806,0.001931,0.002072,0.002235,0.002421,0.002632,0.002871,0.003141,0.003443,0.003781,0.004156,0.004573,0.005038,0.005551,0.006110,0.006714,0.007372,0.008101,0.008903,0.009766,0.010691,0.011691,0.012802,0.014029,0.015344,0.016749,0.018270,0.020012,0.021955,0.023990,0.026095,0.028361,0.030968,0.034001,0.037423,0.041271,0.045613,0.050579,0.056195,0.062405,0.069229,0.076769,0.085155,0.094499,0.104878,0.116337,0.128886,0.142518,0.157218,0.172961,0.189717,0.207449,0.225450,0.243504,0.261374,0.278805,0.295534,0.313266,0.332062,0.351985,0.373104,0.395491,0.419220,0.444373,0.471036,0.499298,0.529256,0.561011,0.594672,0.630352,0.668173,0.708264,0.750759,0.794440,0.834162,0.875870,0.919664
1999,0.006363,0.000467,0.000307,0.000236,0.000191,0.000172,0.000161,0.000151,0.000140,0.000128,0.000119,0.000120,0.000140,0.000185,0.000247,0.000318,0.000384,0.000432,0.000454,0.000456,0.000456,0.000461,0.000465,0.000471,0.000480,0.000490,0.000502,0.000522,0.000550,0.000587,0.000629,0.000676,0.000733,0.000799,0.000873,0.000956,0.001045,0.001139,0.001236,0.001337,0.001450,0.001572,0.001699,0.001828,0.001964,0.002117,0.002291,0.002478,0.002679,0.002899,0.003145,0.003427,0.003754,0.004135,0.004568,0.005053,0.005582,0.006144,0.006732,0.007361,0.008056,0.008832,0.009679,0.010604,0.011616,0.012748,0.013993,0.015323,0.016734,0.018257,0.020007,0.021969,0.024034,0.026182,0.028506,0.031191,0.034319,0.037837,0.041783,0.046233,0.051336,0.057128,0.063554,0.070637,0.078483,0.087224,0.096971,0.107806,0.119772,0.132879,0.147123,0.162486,0.178941,0.196456,0.214991,0.233798,0.252644,0.271274,0.289413,0.306778,0.325185,0.344696,0.365378,0.387300,0.410538,0.435171,0.461281,0.488958,0.518295,0.549393,0.582357,0.617298,0.654336,0.693596,0.735212,0.772137,0.810744,0.851281,0.893845,0.938538
2000,0.006234,0.000447,0.000301,0.000198,0.000188,0.000165,0.000150,0.000139,0.000129,0.000121,0.000116,0.000121,0.000142,0.000184,0.000240,0.000305,0.000365,0.000411,0.000435,0.000444,0.000450,0.000460,0.000469,0.000476,0.000483,0.000491,0.000502,0.000520,0.000548,0.000584,0.000626,0.000673,0.000728,0.000791,0.000863,0.000942,0.001028,0.001123,0.001227,0.001340,0.001465,0.001598,0.001731,0.001862,0.001996,0.002145,0.002314,0.002497,0.002696,0.002914,0.003160,0.003439,0.003756,0.004115,0.004519,0.004971,0.005472,0.006018,0.006611,0.007258,0.007976,0.008768,0.009628,0.010556,0.011565,0.012695,0.013940,0.015255,0.016634,0.018114,0.019809,0.021724,0.023774,0.025954,0.028339,0.031107,0.034301,0.037829,0.041707,0.046037,0.051017,0.056720,0.063095,0.070181,0.078079,0.086908,0.096769,0.107739,0.119863,0.133159,0.147632,0.163271,0.180057,0.197966,0.216959,0.236215,0.255481,0.274483,0.292925,0.310501,0.329131,0.348879,0.369811,0.392000,0.415520,0.440451,0.466878,0.494891,0.524584,0.556059,0.589423,0.624788,0.662276,0.702012,0.743682,0.780866,0.819909,0.860905,0.903950,0.949147
2001,0.006132,0.000458,0.000290,0.000221,0.000181,0.000161,0.000148,0.000138,0.000128,0.000118,0.000112,0.000115,0.000135,0.000175,0.000231,0.000295,0.000355,0.000401,0.000426,0.000435,0.000441,0.000452,0.000464,0.000478,0.000494,0.000512,0.000532,0.000555,0.000581,0.000612,0.000646,0.000687,0.000740,0.000808,0.000888,0.000978,0.001073,0.001173,0.001277,0.001385,0.001502,0.001629,0.001763,0.001903,0.002051,0.002219,0.002402,0.002587,0.002769,0.002960,0.003170,0.003418,0.003718,0.004081,0.004503,0.004979,0.005494,0.006037,0.006604,0.007207,0.007877,0.008626,0.009444,0.010336,0.011313,0.012411,0.013624,0.014921,0.016297,0.017785,0.019491,0.021415,0.023470,0.025645,0.028019,0.030782,0.033971,0.037480,0.041317,0.045597,0.050496,0.056130,0.062508,0.069693,0.077747,0.086724,0.096675,0.107642,0.119661,0.132761,0.146960,0.162269,0.178690,0.196216,0.214827,0.233706,0.252615,0.271293,0.289462,0.306830,0.325239,0.344754,0.365439,0.387365,0.410607,0.435244,0.461358,0.489040,0.518382,0.549485,0.582454,0.617401,0.654445,0.693712,0.735335,0.777065,0.815918,0.856714,0.899550,0.944528
